# Athena++ history data
# [1]=time     [2]=dt       [3]=mass     [4]=1-mom    [5]=2-mom    [6]=3-mom    [7]=1-KE     [8]=2-KE     [9]=3-KE     [10]=tot-E   
  8.25001e+01  6.84277e-04  1.03846e-02 -3.41699e-04  1.39006e-02  0.00000e+00  2.67539e-04  1.16124e-02  0.00000e+00  1.44522e-02
  8.30007e+01  7.19829e-04  1.02459e-02 -2.93830e-04  1.39420e-02  0.00000e+00  3.26570e-04  1.18609e-02  0.00000e+00  1.47200e-02
  8.35002e+01  6.85654e-04  1.00509e-02 -3.71934e-04  1.35501e-02  0.00000e+00  3.57847e-04  1.14203e-02  0.00000e+00  1.42150e-02
  8.40001e+01  6.90901e-04  9.75892e-03 -4.07474e-04  1.32130e-02  0.00000e+00  2.71184e-04  1.11681e-02  0.00000e+00  1.38325e-02
  8.45004e+01  6.79612e-04  9.62956e-03 -3.27836e-04  1.32885e-02  0.00000e+00  3.50555e-04  1.14205e-02  0.00000e+00  1.40889e-02
  8.50007e+01  7.23911e-04  9.39265e-03 -5.05337e-04  1.29275e-02  0.00000e+00  3.53835e-04  1.10551e-02  0.00000e+00  1.36655e-02
  8.55002e+01  6.90666e-04  9.24180e-03 -3.42598e-04  1.27268e-02  0.00000e+00  2.96536e-04  1.09288e-02  0.00000e+00  1.34684e-02
  8.60006e+01  6.68816e-04  9.05393e-03 -3.98553e-04  1.24841e-02  0.00000e+00  3.09403e-04  1.07023e-02  0.00000e+00  1.31535e-02
  8.65001e+01  6.97695e-04  8.79068e-03 -4.41911e-04  1.22102e-02  0.00000e+00  3.49704e-04  1.05082e-02  0.00000e+00  1.29505e-02
  8.70003e+01  6.91286e-04  8.58205e-03 -4.37561e-04  1.19144e-02  0.00000e+00  2.87273e-04  1.02221e-02  0.00000e+00  1.25618e-02
  8.75005e+01  6.60081e-04  8.53850e-03 -4.96609e-04  1.21001e-02  0.00000e+00  3.22239e-04  1.06192e-02  0.00000e+00  1.29634e-02
  8.80004e+01  7.22971e-04  8.25737e-03 -3.25598e-04  1.14886e-02  0.00000e+00  3.42392e-04  9.90070e-03  0.00000e+00  1.21752e-02
  8.85004e+01  6.79553e-04  8.05819e-03 -4.96552e-04  1.13415e-02  0.00000e+00  3.11683e-04  9.86195e-03  0.00000e+00  1.20682e-02
  8.90006e+01  6.76180e-04  7.86146e-03 -4.10916e-04  1.11699e-02  0.00000e+00  2.81172e-04  9.80326e-03  0.00000e+00  1.19461e-02
  8.95003e+01  7.16322e-04  7.68876e-03 -4.53959e-04  1.08873e-02  0.00000e+00  3.01077e-04  9.46482e-03  0.00000e+00  1.15637e-02
  9.00004e+01  6.79350e-04  7.58087e-03 -4.31023e-04  1.08055e-02  0.00000e+00  3.28173e-04  9.48688e-03  0.00000e+00  1.15825e-02
  9.05005e+01  6.76468e-04  7.37855e-03 -4.67801e-04  1.04975e-02  0.00000e+00  2.51643e-04  9.21158e-03  0.00000e+00  1.11703e-02
  9.10005e+01  6.78627e-04  7.21799e-03 -4.36432e-04  1.03649e-02  0.00000e+00  2.72156e-04  9.12312e-03  0.00000e+00  1.10745e-02
  9.15007e+01  6.86384e-04  7.05246e-03 -4.79722e-04  1.01494e-02  0.00000e+00  3.07629e-04  8.93072e-03  0.00000e+00  1.08499e-02
  9.20002e+01  6.85919e-04  6.89766e-03 -4.74702e-04  9.97408e-03  0.00000e+00  2.64118e-04  8.83559e-03  0.00000e+00  1.07004e-02
  9.25002e+01  6.49114e-04  6.91439e-03 -4.62296e-04  1.00788e-02  0.00000e+00  3.01155e-04  9.01309e-03  0.00000e+00  1.08556e-02
  9.30002e+01  7.16846e-04  6.63643e-03 -4.95806e-04  9.66720e-03  0.00000e+00  2.91867e-04  8.60617e-03  0.00000e+00  1.03991e-02
  9.35006e+01  6.71118e-04  6.49790e-03 -5.06761e-04  9.52897e-03  0.00000e+00  2.97850e-04  8.51507e-03  0.00000e+00  1.02798e-02
  9.40005e+01  6.66951e-04  6.41415e-03 -5.60424e-04  9.43617e-03  0.00000e+00  2.81409e-04  8.45561e-03  0.00000e+00  1.01662e-02
  9.45004e+01  6.67931e-04  6.26979e-03 -4.27527e-04  9.20988e-03  0.00000e+00  2.94141e-04  8.25830e-03  0.00000e+00  9.94911e-03
  9.50005e+01  6.83689e-04  6.13491e-03 -5.54881e-04  9.05531e-03  0.00000e+00  2.89947e-04  8.13282e-03  0.00000e+00  9.76864e-03
  9.55005e+01  6.71296e-04  6.01289e-03 -5.55452e-04  8.95817e-03  0.00000e+00  2.61594e-04  8.09545e-03  0.00000e+00  9.69478e-03
  9.60006e+01  6.60807e-04  5.88258e-03 -4.54654e-04  8.73669e-03  0.00000e+00  2.61053e-04  7.85896e-03  0.00000e+00  9.40637e-03
  9.65001e+01  6.84250e-04  5.81739e-03 -5.49901e-04  8.71685e-03  0.00000e+00  3.09905e-04  7.91118e-03  0.00000e+00  9.47325e-03
  9.70006e+01  6.68879e-04  5.68825e-03 -5.55219e-04  8.50759e-03  0.00000e+00  2.71219e-04  7.69020e-03  0.00000e+00  9.19509e-03
  9.75002e+01  6.53776e-04  5.64820e-03 -5.89252e-04  8.56236e-03  0.00000e+00  2.70371e-04  7.82372e-03  0.00000e+00  9.30367e-03
  9.80005e+01  6.85977e-04  5.48364e-03 -4.77469e-04  8.30786e-03  0.00000e+00  2.95096e-04  7.59188e-03  0.00000e+00  9.06124e-03
  9.85003e+01  6.77042e-04  5.41045e-03 -5.93284e-04  8.21187e-03  0.00000e+00  2.81138e-04  7.51558e-03  0.00000e+00  8.93746e-03
  9.90005e+01  6.65344e-04  5.34403e-03 -5.86557e-04  8.16790e-03  0.00000e+00  2.68578e-04  7.51063e-03  0.00000e+00  8.91200e-03
  9.95001e+01  6.66606e-04  5.19559e-03 -5.11765e-04  7.90215e-03  0.00000e+00  2.68525e-04  7.22180e-03  0.00000e+00  8.58167e-03
  1.00000e+02  6.73713e-04  5.13863e-03 -5.82547e-04  7.89796e-03  0.00000e+00  2.90672e-04  7.28402e-03  0.00000e+00  8.64037e-03
  1.00500e+02  6.68034e-04  5.00933e-03 -5.38833e-04  7.66159e-03  0.00000e+00  2.42954e-04  7.02038e-03  0.00000e+00  8.31420e-03
  1.01000e+02  6.41243e-04  4.99978e-03 -5.83496e-04  7.77636e-03  0.00000e+00  2.56986e-04  7.23256e-03  0.00000e+00  8.52180e-03
  1.01500e+02  6.91026e-04  4.86200e-03 -5.29650e-04  7.54827e-03  0.00000e+00  2.80411e-04  7.00638e-03  0.00000e+00  8.28799e-03
  1.02001e+02  6.65901e-04  4.80554e-03 -5.98637e-04  7.47120e-03  0.00000e+00  2.64902e-04  6.93502e-03  0.00000e+00  8.17494e-03
  1.02500e+02  6.61517e-04  4.78568e-03 -6.15962e-04  7.53042e-03  0.00000e+00  2.65706e-04  7.05839e-03  0.00000e+00  8.29188e-03
  1.03000e+02  6.71176e-04  4.64614e-03 -5.47674e-04  7.26733e-03  0.00000e+00  2.71765e-04  6.76741e-03  0.00000e+00  7.97037e-03
  1.03500e+02  6.65541e-04  4.58613e-03 -5.99576e-04  7.23551e-03  0.00000e+00  2.66075e-04  6.78206e-03  0.00000e+00  7.96290e-03
  1.04000e+02  6.66068e-04  4.47918e-03 -5.60390e-04  7.05445e-03  0.00000e+00  2.37932e-04  6.58605e-03  0.00000e+00  7.72955e-03
  1.04500e+02  6.55727e-04  4.41260e-03 -5.53080e-04  6.96826e-03  0.00000e+00  2.43286e-04  6.51589e-03  0.00000e+00  7.64461e-03
  1.05000e+02  6.71918e-04  4.37800e-03 -5.88960e-04  6.96976e-03  0.00000e+00  2.64263e-04  6.55971e-03  0.00000e+00  7.69011e-03
  1.05500e+02  6.67469e-04  4.31134e-03 -5.81537e-04  6.86233e-03  0.00000e+00  2.43625e-04  6.44938e-03  0.00000e+00  7.54209e-03
  1.06000e+02  6.40593e-04  4.28844e-03 -6.04291e-04  6.91321e-03  0.00000e+00  2.46754e-04  6.56518e-03  0.00000e+00  7.65041e-03
  1.06500e+02  6.77405e-04  4.19799e-03 -5.70912e-04  6.74874e-03  0.00000e+00  2.64735e-04  6.38893e-03  0.00000e+00  7.46799e-03
  1.07000e+02  6.60415e-04  4.15239e-03 -6.16981e-04  6.69854e-03  0.00000e+00  2.53700e-04  6.35055e-03  0.00000e+00  7.40376e-03
  1.07500e+02  6.59492e-04  4.10469e-03 -6.16254e-04  6.66577e-03  0.00000e+00  2.45694e-04  6.34216e-03  0.00000e+00  7.38060e-03
  1.08000e+02  6.65762e-04  4.02362e-03 -5.76129e-04  6.53504e-03  0.00000e+00  2.53624e-04  6.21177e-03  0.00000e+00  7.23497e-03
  1.08500e+02  6.49356e-04  3.99266e-03 -6.20665e-04  6.52888e-03  0.00000e+00  2.52713e-04  6.23604e-03  0.00000e+00  7.24685e-03
  1.09001e+02  6.59717e-04  3.93786e-03 -6.09658e-04  6.44752e-03  0.00000e+00  2.41851e-04  6.15178e-03  0.00000e+00  7.14656e-03
  1.09500e+02  6.56480e-04  3.86555e-03 -5.70699e-04  6.32295e-03  0.00000e+00  2.41590e-04  6.02122e-03  0.00000e+00  6.99604e-03
  1.10001e+02  6.66329e-04  3.85987e-03 -6.30026e-04  6.36442e-03  0.00000e+00  2.55704e-04  6.10186e-03  0.00000e+00  7.07520e-03
  1.10500e+02  6.52754e-04  3.79738e-03 -6.03984e-04  6.25933e-03  0.00000e+00  2.36228e-04  5.99508e-03  0.00000e+00  6.94795e-03
  1.11000e+02  6.52766e-04  3.74993e-03 -5.79162e-04  6.19442e-03  0.00000e+00  2.33559e-04  5.93491e-03  0.00000e+00  6.87139e-03
  1.11501e+02  6.66455e-04  3.73795e-03 -6.16674e-04  6.20772e-03  0.00000e+00  2.53590e-04  5.97598e-03  0.00000e+00  6.91962e-03
  1.12000e+02  6.52605e-04  3.68128e-03 -6.00737e-04  6.11855e-03  0.00000e+00  2.35272e-04  5.89052e-03  0.00000e+00  6.81302e-03
  1.12500e+02  5.91429e-04  3.65364e-03 -5.96899e-04  6.09465e-03  0.00000e+00  2.36189e-04  5.87968e-03  0.00000e+00  6.78872e-03
  1.13000e+02  6.65347e-04  3.62811e-03 -6.18823e-04  6.07976e-03  0.00000e+00  2.51784e-04  5.88543e-03  0.00000e+00  6.79967e-03
  1.13501e+02  6.51111e-04  3.57962e-03 -6.19524e-04  6.01577e-03  0.00000e+00  2.42364e-04  5.82957e-03  0.00000e+00  6.72931e-03
  1.14000e+02  5.68770e-04  3.56194e-03 -6.15550e-04  6.00660e-03  0.00000e+00  2.41853e-04  5.83644e-03  0.00000e+00  6.72425e-03
  1.14500e+02  6.63751e-04  3.51674e-03 -6.16613e-04  5.94284e-03  0.00000e+00  2.49648e-04  5.78289e-03  0.00000e+00  6.66845e-03
  1.15000e+02  5.37033e-04  3.47914e-03 -6.30086e-04  5.89835e-03  0.00000e+00  2.46445e-04  5.74545e-03  0.00000e+00  6.62162e-03
  1.15500e+02  6.55413e-04  3.45961e-03 -6.23308e-04  5.88100e-03  0.00000e+00  2.41948e-04  5.74228e-03  0.00000e+00  6.60473e-03
  1.16000e+02  6.60621e-04  3.40761e-03 -6.03661e-04  5.79633e-03  0.00000e+00  2.40870e-04  5.66294e-03  0.00000e+00  6.51669e-03
  1.16500e+02  5.43309e-04  3.38207e-03 -6.31906e-04  5.78028e-03  0.00000e+00  2.47129e-04  5.65768e-03  0.00000e+00  6.51059e-03
  1.17000e+02  6.56971e-04  3.36193e-03 -6.23421e-04  5.75828e-03  0.00000e+00  2.39124e-04  5.64872e-03  0.00000e+00  6.48595e-03
  1.17500e+02  6.57304e-04  3.31849e-03 -6.07065e-04  5.68376e-03  0.00000e+00  2.40418e-04  5.57628e-03  0.00000e+00  6.40635e-03
  1.18000e+02  5.83239e-04  3.28740e-03 -6.29318e-04  5.65430e-03  0.00000e+00  2.44536e-04  5.55521e-03  0.00000e+00  6.38231e-03
  1.18500e+02  6.55959e-04  3.26509e-03 -6.17493e-04  5.62531e-03  0.00000e+00  2.34158e-04  5.53611e-03  0.00000e+00  6.34802e-03
  1.19001e+02  6.52954e-04  3.22204e-03 -6.06229e-04  5.55029e-03  0.00000e+00  2.38580e-04  5.45912e-03  0.00000e+00  6.26654e-03
  1.19500e+02  6.10741e-04  3.20302e-03 -6.22984e-04  5.54821e-03  0.00000e+00  2.39626e-04  5.47483e-03  0.00000e+00  6.27638e-03
  1.20000e+02  6.59066e-04  3.18380e-03 -6.31019e-04  5.53148e-03  0.00000e+00  2.34606e-04  5.46765e-03  0.00000e+00  6.25942e-03
  1.20500e+02  6.56486e-04  3.13504e-03 -5.99585e-04  5.43573e-03  0.00000e+00  2.34907e-04  5.35903e-03  0.00000e+00  6.14221e-03
  1.21000e+02  6.58221e-04  3.13227e-03 -6.38869e-04  5.45952e-03  0.00000e+00  2.45261e-04  5.40568e-03  0.00000e+00  6.18517e-03
  1.21501e+02  6.58365e-04  3.09689e-03 -6.35444e-04  5.41484e-03  0.00000e+00  2.34256e-04  5.36620e-03  0.00000e+00  6.13539e-03
  1.22000e+02  6.72346e-04  3.06566e-03 -6.05860e-04  5.37077e-03  0.00000e+00  2.35288e-04  5.32448e-03  0.00000e+00  6.09406e-03
  1.22500e+02  6.65647e-04  3.04893e-03 -6.38715e-04  5.33204e-03  0.00000e+00  2.46048e-04  5.28597e-03  0.00000e+00  6.04176e-03
  1.23001e+02  6.58275e-04  3.03017e-03 -6.35085e-04  5.33716e-03  0.00000e+00  2.34795e-04  5.31324e-03  0.00000e+00  6.06442e-03
  1.23500e+02  6.65389e-04  2.98292e-03 -6.08321e-04  5.24838e-03  0.00000e+00  2.27788e-04  5.21088e-03  0.00000e+00  5.95300e-03
  1.24000e+02  6.65586e-04  2.97244e-03 -6.47538e-04  5.22011e-03  0.00000e+00  2.52013e-04  5.18262e-03  0.00000e+00  5.91384e-03
  1.24500e+02  6.59181e-04  2.97069e-03 -6.36109e-04  5.26176e-03  0.00000e+00  2.34559e-04  5.25604e-03  0.00000e+00  5.99287e-03
  1.25000e+02  6.68270e-04  2.92335e-03 -6.04976e-04  5.17779e-03  0.00000e+00  2.27734e-04  5.16326e-03  0.00000e+00  5.88881e-03
  1.25501e+02  6.60124e-04  2.92368e-03 -6.47034e-04  5.19258e-03  0.00000e+00  2.46021e-04  5.18815e-03  0.00000e+00  5.91328e-03
  1.26000e+02  6.56759e-04  2.91076e-03 -6.34652e-04  5.18953e-03  0.00000e+00  2.31843e-04  5.20088e-03  0.00000e+00  5.92094e-03
  1.26500e+02  6.66218e-04  2.87240e-03 -6.12815e-04  5.12028e-03  0.00000e+00  2.36940e-04  5.12394e-03  0.00000e+00  5.84442e-03
  1.27000e+02  6.59993e-04  2.86804e-03 -6.40425e-04  5.14208e-03  0.00000e+00  2.41054e-04  5.17062e-03  0.00000e+00  5.88619e-03
  1.27501e+02  6.56550e-04  2.84620e-03 -6.35148e-04  5.11217e-03  0.00000e+00  2.30669e-04  5.14357e-03  0.00000e+00  5.84735e-03
  1.28001e+02  6.65707e-04  2.81203e-03 -6.04528e-04  5.04925e-03  0.00000e+00  2.27600e-04  5.08771e-03  0.00000e+00  5.78651e-03
  1.28500e+02  5.51397e-04  2.82275e-03 -6.45329e-04  5.09226e-03  0.00000e+00  2.43353e-04  5.14123e-03  0.00000e+00  5.84839e-03
  1.29000e+02  6.53321e-04  2.80416e-03 -6.40407e-04  5.06838e-03  0.00000e+00  2.36343e-04  5.11972e-03  0.00000e+00  5.81608e-03
  1.29501e+02  6.60109e-04  2.87123e-03 -6.58864e-04  5.31869e-03  0.00000e+00  2.46071e-04  5.51613e-03  0.00000e+00  6.20762e-03
  1.30000e+02  5.24424e-04  2.76438e-03 -6.41690e-04  5.01138e-03  0.00000e+00  2.37339e-04  5.07232e-03  0.00000e+00  5.76131e-03
  1.30500e+02  6.11609e-04  2.74142e-03 -6.15332e-04  4.97732e-03  0.00000e+00  2.28151e-04  5.04156e-03  0.00000e+00  5.72189e-03
  1.31000e+02  6.62804e-04  2.78782e-03 -6.58198e-04  5.14869e-03  0.00000e+00  2.53756e-04  5.32151e-03  0.00000e+00  5.99506e-03
  1.31500e+02  6.47806e-04  2.69012e-03 -6.26139e-04  4.90326e-03  0.00000e+00  2.27040e-04  4.98123e-03  0.00000e+00  5.64648e-03
  1.32000e+02  6.36661e-04  2.67787e-03 -6.09913e-04  4.88463e-03  0.00000e+00  2.32042e-04  4.96195e-03  0.00000e+00  5.63397e-03
  1.32500e+02  6.63959e-04  2.63810e-03 -6.54107e-04  4.78330e-03  0.00000e+00  2.59598e-04  4.85437e-03  0.00000e+00  5.50164e-03
  1.33000e+02  6.57907e-04  2.64673e-03 -6.37761e-04  4.84865e-03  0.00000e+00  2.35787e-04  4.94274e-03  0.00000e+00  5.60439e-03
  1.33500e+02  6.72451e-04  2.61200e-03 -6.07338e-04  4.79548e-03  0.00000e+00  2.35561e-04  4.89252e-03  0.00000e+00  5.55301e-03
  1.34000e+02  6.63787e-04  2.59494e-03 -6.49868e-04  4.74221e-03  0.00000e+00  2.54065e-04  4.82512e-03  0.00000e+00  5.47371e-03
  1.34501e+02  6.60272e-04  2.59080e-03 -6.38860e-04  4.77817e-03  0.00000e+00  2.37045e-04  4.89691e-03  0.00000e+00  5.54722e-03
  1.35000e+02  6.69610e-04  2.54718e-03 -6.07887e-04  4.69239e-03  0.00000e+00  2.39729e-04  4.79923e-03  0.00000e+00  5.45014e-03
  1.35500e+02  6.61496e-04  2.53302e-03 -6.45333e-04  4.66654e-03  0.00000e+00  2.52247e-04  4.77998e-03  0.00000e+00  5.41948e-03
  1.36001e+02  6.61591e-04  2.52951e-03 -6.41753e-04  4.69323e-03  0.00000e+00  2.39719e-04  4.83474e-03  0.00000e+00  5.47303e-03
  1.36500e+02  6.69153e-04  2.47684e-03 -6.05672e-04  4.58879e-03  0.00000e+00  2.38096e-04  4.71653e-03  0.00000e+00  5.35022e-03
  1.37001e+02  6.61735e-04  2.46519e-03 -6.44051e-04  4.56369e-03  0.00000e+00  2.53426e-04  4.69504e-03  0.00000e+00  5.31956e-03
  1.37501e+02  6.62816e-04  2.46094e-03 -6.43724e-04  4.59753e-03  0.00000e+00  2.40345e-04  4.76393e-03  0.00000e+00  5.38777e-03
  1.38000e+02  6.69913e-04  2.40917e-03 -6.07269e-04  4.49849e-03  0.00000e+00  2.39297e-04  4.65453e-03  0.00000e+00  5.27270e-03
  1.38500e+02  6.62978e-04  2.38354e-03 -6.39978e-04  4.43070e-03  0.00000e+00  2.50319e-04  4.57565e-03  0.00000e+00  5.17611e-03
  1.39000e+02  6.62489e-04  2.38632e-03 -6.47762e-04  4.48367e-03  0.00000e+00  2.42563e-04  4.66663e-03  0.00000e+00  5.27351e-03
  1.39500e+02  6.69927e-04  2.33569e-03 -5.98424e-04  4.40247e-03  0.00000e+00  2.29283e-04  4.59558e-03  0.00000e+00  5.18569e-03
  1.40000e+02  6.60392e-04  2.31865e-03 -6.44225e-04  4.34180e-03  0.00000e+00  2.49160e-04  4.51121e-03  0.00000e+00  5.09010e-03
  1.40501e+02  6.49732e-04  2.31692e-03 -6.56008e-04  4.38504e-03  0.00000e+00  2.48194e-04  4.58731e-03  0.00000e+00  5.17932e-03
  1.41000e+02  5.17440e-04  2.29360e-03 -6.30096e-04  4.35998e-03  0.00000e+00  2.30456e-04  4.58004e-03  0.00000e+00  5.15091e-03
  1.41501e+02  6.51062e-04  2.27124e-03 -6.47832e-04  4.31022e-03  0.00000e+00  2.49586e-04  4.52292e-03  0.00000e+00  5.09934e-03
  1.42000e+02  5.74863e-04  2.24136e-03 -6.55117e-04  4.25273e-03  0.00000e+00  2.48372e-04  4.45465e-03  0.00000e+00  5.02113e-03
  1.42501e+02  6.59567e-04  2.22944e-03 -6.52143e-04  4.24835e-03  0.00000e+00  2.40920e-04  4.46198e-03  0.00000e+00  5.02604e-03
  1.43000e+02  6.48714e-04  2.18926e-03 -6.14716e-04  4.18613e-03  0.00000e+00  2.23264e-04  4.41311e-03  0.00000e+00  4.95676e-03
  1.43501e+02  6.50686e-04  2.23608e-03 -6.68378e-04  4.33554e-03  0.00000e+00  2.47175e-04  4.63716e-03  0.00000e+00  5.18007e-03
  1.44000e+02  5.91505e-04  2.24993e-03 -7.04445e-04  4.37388e-03  0.00000e+00  2.68458e-04  4.68254e-03  0.00000e+00  5.24199e-03
  1.44500e+02  6.54365e-04  2.15542e-03 -6.41340e-04  4.14213e-03  0.00000e+00  2.31577e-04  4.37440e-03  0.00000e+00  4.91538e-03
  1.45000e+02  6.58105e-04  2.10818e-03 -6.25004e-04  4.03552e-03  0.00000e+00  2.24705e-04  4.23999e-03  0.00000e+00  4.76904e-03
  1.45500e+02  6.61617e-04  2.10092e-03 -6.30888e-04  4.02587e-03  0.00000e+00  2.36741e-04  4.22543e-03  0.00000e+00  4.76131e-03
  1.46000e+02  5.69663e-04  2.12166e-03 -6.57411e-04  4.10919e-03  0.00000e+00  2.41861e-04  4.35837e-03  0.00000e+00  4.89835e-03
  1.46500e+02  5.46429e-04  2.07769e-03 -6.44978e-04  3.99799e-03  0.00000e+00  2.28955e-04  4.21970e-03  0.00000e+00  4.73351e-03
  1.47000e+02  5.53148e-04  2.07472e-03 -6.27555e-04  4.03014e-03  0.00000e+00  2.22744e-04  4.28002e-03  0.00000e+00  4.79620e-03
  1.47500e+02  6.30884e-04  2.08384e-03 -6.50722e-04  4.05055e-03  0.00000e+00  2.38819e-04  4.29605e-03  0.00000e+00  4.82784e-03
  1.48000e+02  6.55515e-04  2.05980e-03 -6.68343e-04  3.98057e-03  0.00000e+00  2.44447e-04  4.20380e-03  0.00000e+00  4.72001e-03
  1.48501e+02  6.53914e-04  2.01969e-03 -6.64683e-04  3.89032e-03  0.00000e+00  2.43520e-04  4.10774e-03  0.00000e+00  4.59705e-03
  1.49000e+02  5.89103e-04  2.04432e-03 -6.45563e-04  3.98413e-03  0.00000e+00  2.29848e-04  4.23239e-03  0.00000e+00  4.74756e-03
  1.49500e+02  5.21398e-04  2.02520e-03 -6.47764e-04  3.94291e-03  0.00000e+00  2.34662e-04  4.18206e-03  0.00000e+00  4.69554e-03
  1.50000e+02  6.42096e-04  2.01819e-03 -6.36851e-04  3.93676e-03  0.00000e+00  2.31745e-04  4.18326e-03  0.00000e+00  4.69783e-03
  1.50500e+02  5.55666e-04  2.02987e-03 -6.71487e-04  3.97366e-03  0.00000e+00  2.42935e-04  4.27426e-03  0.00000e+00  4.75845e-03
  1.51001e+02  5.51989e-04  2.03642e-03 -6.65274e-04  3.99229e-03  0.00000e+00  2.48971e-04  4.29586e-03  0.00000e+00  4.79678e-03
  1.51500e+02  6.02041e-04  2.00381e-03 -6.41263e-04  3.92743e-03  0.00000e+00  2.28002e-04  4.18648e-03  0.00000e+00  4.70101e-03
  1.52000e+02  4.95101e-04  1.99400e-03 -6.53842e-04  3.90965e-03  0.00000e+00  2.39242e-04  4.16127e-03  0.00000e+00  4.68231e-03
  1.52501e+02  6.74780e-04  1.95262e-03 -6.19141e-04  3.80427e-03  0.00000e+00  2.24446e-04  4.02655e-03  0.00000e+00  4.53903e-03
  1.53000e+02  6.24615e-04  1.99393e-03 -6.53712e-04  3.93525e-03  0.00000e+00  2.31205e-04  4.24091e-03  0.00000e+00  4.72743e-03
  1.53500e+02  5.87361e-04  1.96716e-03 -6.53813e-04  3.81746e-03  0.00000e+00  2.52114e-04  4.12412e-03  0.00000e+00  4.61900e-03
  1.54000e+02  6.09292e-04  1.95021e-03 -5.89669e-04  3.83873e-03  0.00000e+00  2.12834e-04  4.19557e-03  0.00000e+00  4.68559e-03
  1.54500e+02  4.96110e-04  1.95007e-03 -6.24667e-04  3.78062e-03  0.00000e+00  2.47291e-04  4.09697e-03  0.00000e+00  4.62258e-03
  1.55000e+02  6.47688e-04  1.97531e-03 -5.88838e-04  3.91472e-03  0.00000e+00  2.11773e-04  4.30421e-03  0.00000e+00  4.79647e-03
  1.55500e+02  6.68490e-04  1.96246e-03 -6.22969e-04  3.83902e-03  0.00000e+00  2.54077e-04  4.22571e-03  0.00000e+00  4.76630e-03
  1.56000e+02  6.93589e-04  1.92893e-03 -5.72845e-04  3.81503e-03  0.00000e+00  2.05050e-04  4.23857e-03  0.00000e+00  4.74260e-03
  1.56501e+02  6.46463e-04  1.99845e-03 -6.61715e-04  4.00066e-03  0.00000e+00  2.53408e-04  4.39383e-03  0.00000e+00  4.93516e-03
  1.57000e+02  6.24281e-04  1.90942e-03 -6.42231e-04  3.77338e-03  0.00000e+00  2.48190e-04  4.08788e-03  0.00000e+00  4.62583e-03
  1.57500e+02  6.58995e-04  1.92607e-03 -6.50034e-04  3.88666e-03  0.00000e+00  2.40873e-04  4.30011e-03  0.00000e+00  4.81522e-03
  1.58000e+02  6.55240e-04  1.88213e-03 -6.25987e-04  3.73350e-03  0.00000e+00  2.52543e-04  4.15664e-03  0.00000e+00  4.65339e-03
  1.58500e+02  6.84793e-04  1.86013e-03 -6.07269e-04  3.76964e-03  0.00000e+00  2.12340e-04  4.23209e-03  0.00000e+00  4.69544e-03
  1.59001e+02  6.38626e-04  1.80428e-03 -6.29275e-04  3.61466e-03  0.00000e+00  2.41499e-04  3.94838e-03  0.00000e+00  4.44381e-03
  1.59500e+02  6.56409e-04  1.77929e-03 -6.69420e-04  3.53687e-03  0.00000e+00  2.59475e-04  3.86736e-03  0.00000e+00  4.32428e-03
  1.60000e+02  6.52720e-04  1.76396e-03 -6.27638e-04  3.56153e-03  0.00000e+00  2.28121e-04  3.91569e-03  0.00000e+00  4.38613e-03
  1.60500e+02  6.34302e-04  1.74510e-03 -6.31564e-04  3.53324e-03  0.00000e+00  2.32529e-04  3.88664e-03  0.00000e+00  4.34978e-03
  1.61000e+02  6.69067e-04  1.70777e-03 -6.36086e-04  3.43433e-03  0.00000e+00  2.36022e-04  3.74830e-03  0.00000e+00  4.20920e-03
  1.61500e+02  6.55269e-04  1.72643e-03 -6.49818e-04  3.51609e-03  0.00000e+00  2.34310e-04  3.87749e-03  0.00000e+00  4.33324e-03
  1.62000e+02  6.50311e-04  1.69573e-03 -6.22615e-04  3.46646e-03  0.00000e+00  2.18703e-04  3.83239e-03  0.00000e+00  4.27221e-03
  1.62500e+02  6.62428e-04  1.72462e-03 -6.53059e-04  3.56766e-03  0.00000e+00  2.28342e-04  3.99287e-03  0.00000e+00  4.44190e-03
  1.63000e+02  6.51877e-04  1.66239e-03 -6.65940e-04  3.35624e-03  0.00000e+00  2.44388e-04  3.68493e-03  0.00000e+00  4.10688e-03
  1.63500e+02  6.47509e-04  1.66566e-03 -6.33719e-04  3.41237e-03  0.00000e+00  2.24105e-04  3.77467e-03  0.00000e+00  4.20982e-03
  1.64000e+02  6.47552e-04  1.64784e-03 -6.45636e-04  3.36554e-03  0.00000e+00  2.32010e-04  3.70567e-03  0.00000e+00  4.13526e-03
  1.64500e+02  6.52960e-04  1.63463e-03 -6.60171e-04  3.33001e-03  0.00000e+00  2.38956e-04  3.67612e-03  0.00000e+00  4.08243e-03
  1.65000e+02  5.33953e-04  1.62003e-03 -6.44591e-04  3.29084e-03  0.00000e+00  2.40636e-04  3.64898e-03  0.00000e+00  4.06545e-03
  1.65501e+02  6.54418e-04  1.66898e-03 -6.37068e-04  3.44460e-03  0.00000e+00  2.45951e-04  3.89469e-03  0.00000e+00  4.32928e-03
  1.66001e+02  7.06440e-04  1.82374e-03 -7.31126e-04  3.89767e-03  0.00000e+00  2.71901e-04  4.53079e-03  0.00000e+00  4.96716e-03
  1.66500e+02  6.58733e-04  1.67408e-03 -6.18872e-04  3.54130e-03  0.00000e+00  2.26026e-04  4.08242e-03  0.00000e+00  4.47493e-03
