0.833226 , 0.941288
0.863149 , 3.61824
0.893727 , 8.03522
0.924975 , 9.92854
0.956908 , 6.56105
0.98954 , 2.22425
0.833226 , 0.868046
0.863149 , 3.43022
0.893727 , 7.83589
0.924975 , 9.96576
0.956908 , 6.78279
0.98954 , 2.36979
0.833226 , 0.735202
0.863149 , 3.07038
0.893727 , 7.42148
0.924975 , 9.9996
0.956908 , 7.21936
0.98954 , 2.67904
1.02289 , 0.48914
0.833226 , 0.567239
0.863149 , 2.5737
0.893727 , 6.77099
0.924975 , 9.94821
0.956908 , 7.84668
0.98954 , 3.18737
1.02289 , 0.638282
0.863149 , 1.99575
0.893727 , 5.87827
0.924975 , 9.6932
0.956908 , 8.6026
0.98954 , 3.94204
1.02289 , 0.892876
0.863149 , 1.40858
0.893727 , 4.7776
0.924975 , 9.10028
0.956908 , 9.35872
0.98954 , 4.98549
1.02289 , 1.31708
0.863149 , 0.886803
0.893727 , 3.56237
0.924975 , 8.06634
0.956908 , 9.89864
0.98954 , 6.31662
1.02289 , 2.00689
0.863149 , 0.486252
0.893727 , 2.37897
0.924975 , 6.58895
0.956908 , 9.93394
0.98954 , 7.8234
1.02289 , 3.08176
1.05696 , 0.580125
0.893727 , 1.38405
0.924975 , 4.82348
0.956908 , 9.19673
0.98954 , 9.20677
1.02289 , 4.6344
1.05696 , 1.12081
0.893727 , 0.680173
0.924975 , 3.0672
0.956908 , 7.60991
0.98954 , 9.97063
1.02289 , 6.6075
1.05696 , 2.1165
0.924975 , 1.6374
0.956908 , 5.43649
0.98954 , 9.59309
1.02289 , 8.61791
1.05696 , 3.76709
1.09179 , 0.764028
0.924975 , 0.707723
0.956908 , 3.23137
0.98954 , 7.8962
1.02289 , 9.89349
1.05696 , 6.07582
1.09179 , 1.74419
0.956908 , 1.53781
0.98954 , 5.34527
1.02289 , 9.60037
1.05696 , 8.51836
1.09179 , 3.56171
1.12737 , 0.667759
0.956908 , 0.563763
0.98954 , 2.85928
1.02289 , 7.55547
1.05696 , 9.94692
1.09179 , 6.22448
1.12737 , 1.76202
0.98954 , 1.16243
1.02289 , 4.63005
1.05696 , 9.2711
1.09179 , 8.90537
1.12737 , 3.90609
1.16374 , 0.742831
1.02289 , 2.12645
1.05696 , 6.62352
1.09179 , 9.99311
1.12737 , 6.95308
1.16374 , 2.11884
1.02289 , 0.707804
